,index,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,College SOS,DARKO,LEBRON,sos,Seasons,Wins Added,WA / Season,Career LEBRON,Career O-LEBRON,Career D-LEBRON
444,583,44,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,0.528,,0.852,7.6,2.8,2,0.3,1.7,0.168,-1,0.1,,,,2.63,2,0.290666701,0.145333351,-1.413199278,-1.004844724,-0.408354554
445,585,46,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,,,,2,0,0,0,0,-0.009,-15,0,,,,8.64,1,0.002434798,0.002434798,-0.418809674,-0.293506937,-0.125302737
446,589,50,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,0.314,,0.7,7,1.5,2.3,0.2,0,0.01,-4.4,-0.1,,,,7.34,2,0.232541218,0.116270609,-0.382994138,-0.460091834,0.077097696
447,591,52,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,,,,6.73,2,0.667710928,0.333855464,-1.152298156,-0.821946177,-0.33035198
448,593,54,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0,,,,7.33,1,0.234982615,0.234982615,0.31825529,-0.080240826,0.398496116
449,594,55,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,,,,-1.72,7,4.176889429,0.59669849,0.072004,-0.666548683,0.738552683
450,596,57,57,IND,Ryan Reid,Florida State,1,5,17,8,2,0,0.8,,,3.4,1.6,0.4,0,0.1,0.142,-2,0,,,,7.66,1,0.014034105,0.014034105,-1.038900225,-0.07924504,-0.959655185
451,597,58,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,0.485,,0.739,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3,,,,,1,-0.103570918,-0.103570918,-3.039632653,-1.99322746,-1.046405193
452,600,1,1,CLE,Andrew Wiggins,Kansas,7,525,18606,10263,2324,1232,0.446,0.341,0.731,35.4,19.5,4.4,2.3,18.9,0.049,-1.8,1,,,,11.4,7,20.72113387,2.960161982,-0.637899052,0.452973656,-1.090872708
453,601,2,2,MIL,Jabari Parker,Duke,7,298,8423,4327,1675,604,0.494,0.321,0.741,28.3,14.5,5.6,2,13.5,0.077,-0.8,2.5,,,,8.48,7,7.962512756,1.137501822,-0.888652716,-0.000409366,-0.88824335
454,602,3,3,PHI,Joel Embiid,Kansas,5,260,7943,6456,2936,796,0.487,0.329,0.808,30.6,24.8,11.3,3.1,31.6,0.191,4.9,13.8,,,,11.4,5,36.35813894,7.271627787,4.651564937,2.542935037,2.108629901
455,603,4,4,ORL,Aaron Gordon,Arizona,7,453,12901,5761,2871,1125,0.45,0.321,0.695,28.5,12.7,6.3,2.5,23.6,0.088,0,6.4,,,,9.04,7,26.13718638,3.733883768,0.719420804,0.390611304,0.328809499
456,605,6,6,BOS,Marcus Smart,Oklahoma State,7,449,13188,4577,1597,1901,0.376,0.32,0.777,29.4,10.2,3.6,4.2,24,0.087,-0.3,5.6,,,,7.53,7,25.90042886,3.700061265,0.626991734,0.041740796,0.585250938
457,606,7,7,LAL,Julius Randle,Kentucky,7,446,13601,7744,4098,1472,0.485,0.342,0.741,30.5,17.4,9.2,3.3,28.3,0.1,0.3,7.9,,,,9.9,7,15.8675047,2.266786386,-0.564343663,-0.078374004,-0.485969659
458,607,8,8,SAC,Nik Stauskas,Michigan,5,335,6662,2272,688,513,0.389,0.353,0.814,19.9,6.8,2.1,1.5,3.8,0.028,-3,-1.7,,,,9.85,5,-1.85089249,-0.370178498,-2.728097535,-1.100868417,-1.627229119
459,608,9,9,CHH,Noah Vonleh,Indiana,7,339,5683,1660,1742,257,0.459,0.308,0.691,16.8,4.9,5.1,0.8,9.2,0.078,-2.4,-0.6,,,,6.64,7,4.223973017,0.603424717,-1.191243732,-2.018878079,0.827634347
460,609,10,10,PHI,Elfrid Payton,Louisiana,7,450,12834,4886,1919,2769,0.45,0.289,0.63,28.5,10.9,4.3,6.2,15.9,0.06,-0.8,3.8,,,,-1.6,7,21.07053975,3.010077107,0.145934731,0.355075972,-0.209141241
461,610,11,11,DEN,Doug McDermott,Creighton,7,476,9789,4268,1121,432,0.478,0.407,0.824,20.6,9,2.4,0.9,17.7,0.087,-1.8,0.6,,,,4.29,7,2.059220029,0.29417429,-1.99230652,-0.411845801,-1.580460719
462,612,13,13,MIN,Zach LaVine,UCLA,7,411,12891,7831,1568,1557,0.458,0.385,0.824,31.4,19.1,3.8,3.8,17.8,0.066,0.1,6.7,,,,7.62,7,9.039672529,1.29138179,-1.276219901,0.574092658,-1.850312558
463,613,14,14,PHO,TJ Warren,NC State,7,332,9553,5142,1372,397,0.507,0.357,0.78,28.8,15.5,4.1,1.2,19.6,0.099,-0.2,4.2,,,,7.31,7,10.28524239,1.469320341,-0.692568126,0.183271314,-0.875839439
464,614,15,15,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,0.406,0.254,0.68,13.1,4,2.9,0.6,-0.6,-0.019,-5.9,-1.4,,,,10.35,4,-0.447601495,-0.111900374,-2.798130829,-2.010493411,-0.787637417
465,616,17,17,BOS,James Young,Kentucky,4,95,812,219,96,28,0.367,0.277,0.563,8.5,2.3,1,0.3,0.8,0.046,-3.4,-0.3,,,,9.9,4,0.351382452,0.087845613,-1.651338974,-0.776501067,-0.874837907
466,617,18,18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8,,,,7.25,4,1.36852703,0.342131758,-1.424091865,-1.202639249,-0.221452616
467,618,19,19,CHI,Gary Harris,Michigan State,7,407,11743,4847,1040,857,0.45,0.359,0.805,28.9,11.9,2.6,2.1,18.6,0.076,-1.3,2.2,,,,9.96,7,14.36392219,2.051988885,-0.475470952,0.229184534,-0.704655486
468,620,21,21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1,,,,9.85,2,0.709844239,0.354922119,-0.398267821,-0.48717283,0.088905009
469,621,22,22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2,,,,7.72,2,0.309301741,0.154650871,-0.543105765,-0.268500213,-0.274605552
470,622,23,23,UTA,Rodney Hood,Duke,7,396,10268,4493,1083,698,0.422,0.367,0.839,25.9,11.3,2.7,1.8,16.7,0.078,-1.1,2.2,,,,,7,9.772513859,1.396073408,-0.884441097,-0.36406939,-0.520371706
471,623,24,24,CHH,Shabazz Napier,UConn,6,345,5986,2433,657,849,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2,,,,8.64,6,7.696753732,1.282792289,-0.381293728,-0.189883748,-0.19140998
472,625,26,26,MIA,PJ Hairston,UNC,2,111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1,,,,7.54,2,0.844713724,0.422356862,-1.666970086,-1.312706014,-0.354264072
473,627,28,28,LAC,CJ Wilcox,Washington,3,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-4.3,-0.2,,,,6.67,3,0.251953859,0.08398462,-1.29577628,-0.565368033,-0.730408246
474,628,29,29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,,,,6.38,3,1.067066667,0.355688889,-0.804684433,-1.564114436,0.759430003
475,629,30,30,SAS,Kyle Anderson,UCLA,7,436,9099,2845,1852,984,0.483,0.335,0.724,20.9,6.5,4.2,2.3,23.5,0.124,1.8,8.7,,,,7.72,7,18.28250814,2.611786878,0.696092578,-1.005268997,1.701361575
476,631,32,32,PHI,KJ McDaniels,Clemson,3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4,,,,4.6,3,0.486515707,0.162171902,-1.955291068,-1.545994211,-0.409296857
477,632,33,33,CLE,Joe Harris,Virginia,7,400,10178,4426,1288,665,0.484,0.438,0.779,25.4,11.1,3.2,1.7,20,0.094,-0.6,3.7,,,,5.72,7,9.562424357,1.366060622,-0.90290888,0.004384493,-0.907293374
478,633,34,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8,,,,3.91,2,0.224413446,0.112206723,-1.881058072,-1.796621413,-0.084436659
479,634,35,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1,,,,6.82,3,0.210457418,0.070152473,-0.223071577,-0.191794284,-0.031277293
480,637,38,38,DET,Spencer Dinwiddie,Colorado,7,320,8226,4123,888,1587,0.41,0.318,0.794,25.7,12.9,2.8,5,18.4,0.107,0.3,4.8,,,,7.49,7,15.08364983,2.154807118,0.434009232,1.19949394,-0.765484708
481,638,39,39,PHI,Jerami Grant,Syracuse,7,508,12954,5425,1998,636,0.457,0.347,0.705,25.5,10.7,3.9,1.3,25.8,0.095,-0.6,4.4,,,,7.91,7,12.07658517,1.725226452,-0.908708952,-1.175477385,0.266768433
482,639,40,40,MIN,Glenn Robinson,Michigan,7,304,5299,1804,776,238,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.3,,,,9.77,7,0.54066966,0.077238523,-2.152891349,-1.506128498,-0.646762851
483,641,42,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3,,,,7.04,1,-0.106722403,-0.106722403,-2.924334853,-1.714615328,-1.209719525
484,643,44,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4,,,,7.74,3,1.36651151,0.455503837,-1.160571622,-0.482539211,-0.678032411
485,644,45,45,CHH,Dwight Powell,Stanford,7,429,7922,3209,1945,427,0.569,0.29,0.744,18.5,7.5,4.5,1,29.8,0.18,1.4,6.7,,,,6.38,7,14.50277719,2.071825313,0.430379095,-0.259905745,0.69028484
486,645,46,46,WAS,Jordan Clarkson,Missouri,7,521,14050,7950,1698,1332,0.443,0.343,0.827,27,15.3,3.3,2.6,18.1,0.062,-0.5,5.3,,,,,7,7.661834099,1.094547728,-1.492829299,0.670622474,-2.163451773
487,646,47,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-5.1,-0.1,,,,7.79,2,0.157578474,0.078789237,-0.506105427,-0.209351077,-0.29675435
488,647,48,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4,,,,6.86,2,0.174482759,0.08724138,-1.700127719,-1.166289385,-0.533838335
489,648,49,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-8.1,-0.3,,,,4.93,2,0.167269717,0.083634859,-0.794505506,-0.63960941,-0.154896095
490,654,55,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-5.1,-0.8,,,,6.55,1,-0.441647422,-0.441647422,-2.997046916,-1.463830635,-1.53321628
491,655,56,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4,,,,7.42,2,0.623548388,0.311774194,-0.262975258,-0.538426177,0.275450919
492,657,58,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0,,,,7.3,4,1.350629821,0.337657455,-1.110808587,-0.18047077,-0.930337817
493,659,60,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2,,,,8.32,2,1.035640688,0.517820344,0.356295342,-0.636364633,0.992659976
