,index,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%_x,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,College SOS,DARKO,LEBRON,sos,nba_id,Team,DPM,O-DPM,D-DPM,Box DPM,Box O-DPM,Box D-DPM,FGA/100,FG2%,FG3A/100,FG3%,FG3ARate%,FTA/100,FT%_y,FTARate%,Usg%,Reb/100,Ast/100,Ast%,Blk/100,Blk%,Tov/100
80,103,44,44,MIA,Bol Bol,Oregon,2,39,247,109,43,13,0.453,0.394,0.72,6.3,2.8,1.1,0.3,0.1,0.02,-3.8,-0.1,6.13,,,6.13,1629626,Denver Nuggets,-1.6,-1.69,0.09,-1.49,-1.7,0.21,18.645,0.492,7.15,0.328,0.382,5.714,0.683,0.309,0.228,9.716,2.081,0.07,2.596,0.027,3.037
81,104,45,45,DET,Isaiah Roby,Nebraska,2,64,1436,533,343,107,0.481,0.294,0.744,22.4,8.3,5.4,1.7,1.2,0.041,-3.6,-0.6,9.79,,,9.79,1629676,Oklahoma City Thunder,-2.51,-2.42,-0.09,-1.84,-2.19,0.35,14.86,0.516,4.374,0.303,0.293,3.734,0.747,0.265,0.17,10.948,3.301,0.116,1.244,0.013,3.396
82,105,46,46,ORL,Talen Horton-Tucker,Iowa State,2,71,1385,619,176,187,0.459,0.285,0.767,19.5,8.7,2.5,2.6,2.2,0.077,-1.2,0.3,9.3,,,9.3,1629659,Los Angeles Lakers,-0.38,-0.63,0.25,-0.1,-0.3,0.2,19.476,0.497,5.533,0.302,0.293,6.255,0.728,0.318,0.227,6.975,7.308,0.222,0.556,0.006,4.251
83,106,47,47,SAC,Ignas Brazdeikis,Michigan,2,22,302,108,50,21,0.39,0.324,0.737,13.7,4.9,2.3,1,0,-0.006,-6.2,-0.3,10.55,,,10.55,1629649,Orlando Magic,-3.11,-2.04,-1.07,-3.16,-2.07,-1.09,16.171,0.499,6.675,0.308,0.388,3.408,0.734,0.243,0.172,8.087,2.946,0.099,0.669,0.008,2.172
84,107,48,48,LAC,Terance Mann,Florida State,2,108,1625,571,297,157,0.501,0.405,0.793,15,5.3,2.8,1.5,4.5,0.133,-0.4,0.6,8.95,,,8.95,1629611,Los Angeles Clippers,-0.9,-0.4,-0.5,-0.99,-0.41,-0.58,14.946,0.551,5.432,0.355,0.355,3.914,0.785,0.263,0.158,7.857,3.208,0.087,0.445,0.005,1.579
85,108,49,49,SAS,Quinndary Weatherspoon,Mississippi State,2,31,199,58,18,19,0.404,0.182,0.778,6.4,1.9,0.6,0.6,-0.1,-0.014,-6,-0.2,6.95,,,6.95,1629683,San Antonio Spurs,-2.2,-1.92,-0.27,-2.16,-1.91,-0.25,14.963,0.475,4.139,0.298,0.275,5.677,0.753,0.301,0.181,5.538,3.909,0.121,0.657,0.007,2.957
86,109,50,50,IND,Jarrell Brantley,College of Charleston,2,37,234,88,47,26,0.438,0.366,0.75,6.3,2.4,1.3,0.7,0.5,0.099,-0.6,0.1,-1.6,,,-1.6,1629714,Utah Jazz,-0.9,-1.03,0.13,-0.71,-0.97,0.26,18.773,0.493,9.837,0.309,0.504,3.743,0.694,0.188,0.213,9.037,5.063,0.141,0.782,0.008,3.313
87,110,51,51,BOS,Tremont Waters,LSU,2,37,357,139,33,78,0.361,0.306,0.96,9.6,3.8,0.9,2.1,0.1,0.019,-2.3,0,8.59,,,8.59,1629682,Boston Celtics,-0.12,0.18,-0.31,0,0.28,-0.28,19.947,0.461,9.769,0.313,0.481,5.135,0.843,0.21,0.227,4.927,10.8,0.364,0.408,0.004,4.09
88,111,52,52,CHO,Jalen McDaniels,San Diego State,2,63,1197,435,234,66,0.469,0.341,0.728,19,6.9,3.7,1,1.6,0.066,-3.3,-0.4,3.19,,,3.19,1629667,Charlotte Hornets,-1.92,-1.4,-0.53,-1.64,-1.35,-0.29,15.065,0.55,6.203,0.318,0.413,3.286,0.721,0.239,0.17,9.849,2.81,0.084,1.096,0.012,2.064
89,114,55,55,NYK,Kyle Guy,Virginia,2,34,245,91,36,33,0.333,0.265,0.8,7.2,2.7,1.1,1,-0.1,-0.016,-6.6,-0.3,10.05,,,10.05,1629657,Sacramento Kings,-2.47,-1.26,-1.21,-2.52,-1.29,-1.23,18.071,0.468,8.981,0.333,0.533,4.05,0.801,0.259,0.192,6.083,7.077,0.203,0.25,0.003,2.788
90,117,58,58,GSW,Miye Oni,Yale,2,64,628,140,101,32,0.359,0.346,0.818,9.8,2.2,1.6,0.5,1,0.078,-2.5,-0.1,-2.08,,,-2.08,1629671,Utah Jazz,-0.9,-1.65,0.75,-0.63,-1.6,0.97,9.141,0.52,7.793,0.324,0.875,0.887,0.736,0.185,0.094,7.128,2.348,0.067,0.569,0.007,1.287
91,120,1,1,PHO,Deandre Ayton,Arizona,3,178,5534,2846,1892,296,0.588,0.189,0.756,31.1,16,10.6,1.7,17.4,0.151,0.5,3.5,6.84,,,6.84,1629028,Phoenix Suns,1.81,0.29,1.52,1.52,0.01,1.51,14.609,0.642,0.704,0.233,0.037,3.593,0.742,0.238,0.163,17.431,1.885,0.048,1.804,0.02,1.941
92,121,2,2,SAC,Marvin Bagley III,Duke,3,118,3013,1716,886,115,0.5,0.314,0.663,25.5,14.5,7.5,1,5.3,0.085,-2.1,-0.1,9.71,,,9.71,1628963,Sacramento Kings,-1.99,-0.37,-1.62,-2.56,-0.48,-2.08,22.596,0.537,4.331,0.25,0.202,6.389,0.629,0.297,0.265,13.757,1.943,0.075,1.088,0.011,2.7
93,123,4,4,MEM,Jaren Jackson Jr.,Michigan State,3,126,3395,1946,596,154,0.48,0.374,0.765,26.9,15.4,4.7,1.2,7.5,0.106,0.1,1.8,7.1,,,7.1,1628991,Memphis Grizzlies,-0.25,0.02,-0.28,0.2,0.42,-0.22,20.557,0.565,10.616,0.368,0.52,6.091,0.802,0.284,0.225,8.972,2.287,0.072,2.506,0.027,2.416
94,124,5,5,DAL,Trae Young,Oklahoma,3,204,6748,4921,801,1807,0.431,0.343,0.861,33.1,24.1,3.9,8.9,16.3,0.116,2.2,7,10.56,,,10.56,1629027,Atlanta Hawks,3.01,5.02,-2.01,2.89,5.33,-2.44,28.699,0.489,10.77,0.34,0.396,12.836,0.86,0.394,0.359,4.872,11.872,0.403,0.047,0,5.499
95,125,6,6,ORL,Mo Bamba,Texas,3,155,2369,991,800,116,0.471,0.325,0.646,15.3,6.4,5.2,0.7,5.9,0.12,-0.3,1,10.67,,,10.67,1628964,Orlando Magic,-1.14,-1.07,-0.07,-0.02,-0.57,0.55,20.173,0.543,7.619,0.33,0.386,4.747,0.715,0.237,0.226,17.22,2.364,0.079,3.682,0.039,2.155
96,126,7,7,CHI,Wendell Carter Jr.,Duke,3,141,3741,1545,1155,233,0.506,0.241,0.749,26.5,11,8.2,1.7,8.6,0.11,-1.9,0.1,9.71,,,9.71,1628976,Orlando Magic,-1.16,-1.61,0.45,-0.24,-0.97,0.73,17.979,0.527,2.546,0.28,0.145,6.745,0.737,0.352,0.214,15.39,3.25,0.107,1.453,0.016,2.524
97,127,8,8,CLE,Collin Sexton,Alabama,3,207,6863,4180,627,697,0.458,0.385,0.831,33.2,20.2,3,3.4,5.4,0.038,-2.3,-0.6,10.64,,,10.64,1629012,Cleveland Cavaliers,-1.28,0.33,-1.61,-0.68,1.46,-2.14,26.46,0.517,6.782,0.357,0.261,9.733,0.83,0.402,0.316,5.099,6.648,0.256,0.378,0.004,4.197
98,128,9,9,NYK,Kevin Knox,Kentucky,3,182,3788,1545,580,162,0.369,0.345,0.703,20.8,8.5,3.2,0.9,-0.6,-0.007,-4.8,-2.6,10.73,,,10.73,1628995,New York Knicks,-1.79,-1.5,-0.28,-1.96,-1.4,-0.56,17.112,0.45,10.875,0.336,0.64,4.369,0.714,0.235,0.181,7.24,2.209,0.073,0.873,0.011,2.097
99,129,10,10,PHI,Mikal Bridges,Villanova,3,227,6807,2321,865,454,0.497,0.376,0.83,30,10.2,3.8,2,15.7,0.111,0.7,4.7,9.74,,,9.74,1628969,Phoenix Suns,1.54,1.1,0.44,2.01,1.62,0.39,13.604,0.605,6.563,0.372,0.474,2.777,0.824,0.198,0.14,6.678,2.56,0.071,0.962,0.012,1.252
100,130,11,11,CHO,Shai Gilgeous-Alexander,Kentucky,3,187,5782,3050,810,709,0.482,0.373,0.805,30.9,16.3,4.3,3.8,13,0.108,1.3,4.8,10.73,,,10.73,1628983,Oklahoma City Thunder,0.65,1.49,-0.84,2.38,2.98,-0.6,26.051,0.512,8.07,0.353,0.311,9.976,0.789,0.414,0.315,6.83,7.742,0.295,0.904,0.011,4.418
101,131,12,12,LAC,Miles Bridges,Michigan State,3,211,5623,2280,1082,356,0.461,0.354,0.816,26.6,10.8,5.1,1.7,8.8,0.075,-1.1,1.3,8.8,,,8.8,1628970,Charlotte Hornets,0.16,0.33,-0.17,1.33,1.07,0.26,18.88,0.552,9.864,0.359,0.486,4.309,0.821,0.23,0.207,9.956,4.269,0.14,1.294,0.014,2.603
102,133,14,14,DEN,Michael Porter Jr.,Missouri,2,116,2815,1674,704,116,0.532,0.439,0.806,24.3,14.4,6.1,1,9.8,0.167,2.5,3.2,9.19,,,9.19,1629008,Denver Nuggets,1.99,2.12,-0.13,1.7,2.12,-0.42,22.046,0.581,11.616,0.4,0.552,3.256,0.801,0.16,0.225,10.795,2.011,0.065,0.972,0.011,1.991
103,134,15,15,WAS,Troy Brown,Oregon,3,155,3036,1125,633,287,0.432,0.33,0.754,19.6,7.3,4.1,1.9,3.5,0.055,-2.1,-0.1,4.84,,,6.99,1628972,Chicago Bulls,-0.66,-0.87,0.21,-1.13,-1.36,0.23,14.739,0.5,6.312,0.332,0.447,3.206,0.758,0.203,0.153,9.921,2.625,0.08,0.512,0.006,1.684
104,136,17,17,MIL,Donte DiVincenzo,Villanova,3,159,3745,1429,763,388,0.432,0.349,0.728,23.6,9,4.8,2.4,8.5,0.108,0.3,2.2,9.74,,,9.74,1628978,Milwaukee Bucks,0.23,-0.4,0.63,-0.78,-0.81,0.03,14.425,0.479,9.33,0.344,0.632,2.345,0.705,0.155,0.16,10.257,4.661,0.125,0.388,0.005,2.558
105,137,18,18,SAS,Lonnie Walker,Miami (FL),3,138,2628,1103,311,178,0.419,0.369,0.773,19,8,2.3,1.3,0.7,0.014,-3.6,-1.1,6.96,,,6.96,1629022,San Antonio Spurs,-2.75,-1.09,-1.67,-2.44,-0.92,-1.52,19.491,0.479,9.182,0.365,0.478,2.554,0.819,0.146,0.197,5.01,3.467,0.105,0.466,0.005,1.948
106,138,19,19,ATL,Kevin Huerter,Maryland,3,200,5934,2233,704,668,0.422,0.376,0.783,29.7,11.2,3.5,3.3,6.6,0.053,-1.5,0.8,8.11,,,8.11,1628989,Atlanta Hawks,-0.41,-0.34,-0.07,-1.11,-0.94,-0.17,16.025,0.499,8.271,0.368,0.512,1.581,0.782,0.101,0.164,5.733,5.206,0.145,0.636,0.008,1.895
107,139,20,20,MIN,Josh Okogie,Georgia Tech,3,195,4501,1419,642,253,0.403,0.273,0.766,23.1,7.3,3.3,1.3,4.7,0.05,-3,-1.2,7.84,,,7.84,1629006,Minnesota Timberwolves,-0.22,-1.31,1.09,0.72,-1.04,1.76,9.988,0.539,4.629,0.295,0.439,5.424,0.763,0.484,0.124,7.439,2.392,0.07,0.991,0.013,1.566
108,140,21,21,UTA,Grayson Allen,Duke,3,126,2393,1073,268,185,0.423,0.381,0.832,19,8.5,2.1,1.5,3.9,0.078,-1.8,0.2,10.27,,,10.27,1628960,Memphis Grizzlies,-0.29,0.33,-0.62,0.29,0.48,-0.19,14.51,0.507,10.477,0.367,0.686,3.14,0.825,0.223,0.149,6.071,3.196,0.089,0.42,0.005,1.278
109,141,22,22,CHI,Chandler Hutchison,Boise State,3,97,1768,554,371,77,0.441,0.309,0.638,18.2,5.7,3.8,0.8,1.2,0.032,-3.9,-0.9,2.57,,,2.57,1628990,Washington Wizards,-2.87,-2.37,-0.49,-2.81,-2.48,-0.33,14.153,0.487,3.315,0.272,0.215,4.224,0.671,0.307,0.16,9.995,2.171,0.07,0.668,0.007,2.1
110,142,23,23,IND,Aaron Holiday,UCLA,3,182,3439,1396,312,435,0.403,0.372,0.832,18.9,7.7,1.7,2.4,3.2,0.045,-2.5,-0.4,7.65,,,7.65,1628988,Indiana Pacers,-0.61,-0.76,0.16,-0.89,-1.15,0.26,18.762,0.454,7.133,0.361,0.412,3.881,0.82,0.234,0.208,4.36,6.016,0.172,0.543,0.006,2.549
